route_id,service_id,trip_id,direction_id,trip_headsign,block_id,shape_id,wheelchair_accessible,bikes_allowed
992,224,18550_0_1,1,Авторинок (199),18550,7721,0,0
992,224,18550_1_0,0,Грінченка (639),18550,7722,0,0
992,224,18550_1_1,1,Авторинок (199),18550,7721,0,0
992,224,18550_2_0,0,Грінченка (639),18550,7722,0,0
992,224,18550_2_1,1,Авторинок (199),18550,7721,0,0
992,224,18550_3_0,0,Грінченка (639),18550,7722,0,0
992,224,18550_3_1,1,Авторинок (199),18550,7721,0,0
992,224,18550_4_0,0,Грінченка (639),18550,7722,0,0
992,224,18550_4_1,1,Авторинок (199),18550,7721,0,0
992,224,18550_5_0,0,Грінченка (639),18550,7722,0,0
992,224,18550_5_1,1,Авторинок (199),18550,7721,0,0
992,224,18550_6_0,0,Грінченка (639),18550,7722,0,0
992,224,18550_6_1,1,Авторинок (199),18550,7721,0,0
992,224,18550_7_0,0,Грінченка (639),18550,7722,0,0
992,224,18550_7_1,1,Авторинок (199),18550,7721,0,0
992,224,18551_0_0,0,Грінченка (639),18551,7722,0,0
992,224,18551_0_1,1,Авторинок (199),18551,7721,0,0
992,224,18551_1_0,0,Грінченка (639),18551,7722,0,0
992,224,18551_1_1,1,Авторинок (199),18551,7721,0,0
992,224,18551_2_0,0,Грінченка (639),18551,7722,0,0
992,224,18551_2_1,1,Авторинок (199),18551,7721,0,0
992,224,18551_3_0,0,Грінченка (639),18551,7722,0,0
992,224,18551_3_1,1,Авторинок (199),18551,7721,0,0
992,224,18551_4_0,0,Грінченка (639),18551,7722,0,0
992,224,18551_4_1,1,Авторинок (199),18551,7721,0,0
992,224,18551_5_0,0,Грінченка (639),18551,7722,0,0
992,224,18551_5_1,1,Авторинок (199),18551,7721,0,0
992,224,18551_6_0,0,Грінченка (639),18551,7722,0,0
992,224,18551_6_1,1,Авторинок (199),18551,7721,0,0
992,224,18551_7_0,0,Грінченка (639),18551,7722,0,0
881,224,18703_0_0,0,"Малі Грибовичі, Центр (1294)",18703,6179,0,0
881,224,18703_0_1,1,Залізничний вокзал Підзамче (312),18703,6180,0,0
881,224,18703_1_0,0,"Малі Грибовичі, Центр (1294)",18703,6179,0,0
881,224,18703_1_1,1,Залізничний вокзал Підзамче (312),18703,6180,0,0
881,224,18703_2_0,0,"Малі Грибовичі, Центр (1294)",18703,6179,0,0
881,224,18703_2_1,1,Залізничний вокзал Підзамче (312),18703,6180,0,0
881,224,18703_3_0,0,"Малі Грибовичі, Центр (1294)",18703,6179,0,0
881,224,18703_3_1,1,Залізничний вокзал Підзамче (312),18703,6180,0,0
881,224,18703_4_0,0,"Малі Грибовичі, Центр (1294)",18703,6179,0,0
881,224,18703_4_1,1,Залізничний вокзал Підзамче (312),18703,6180,0,0
133,224,21575_0_1,1,Ветеранів (727),21575,6922,1,0
133,224,21575_1_0,0,"Воля Гамулецька, Центр (1326)",21575,6923,1,0
133,224,21575_1_1,1,Ветеранів (727),21575,6924,1,0
133,224,21575_2_0,0,"Воля Гамулецька, Центр (1326)",21575,6923,1,0
133,224,21575_2_1,1,Ветеранів (727),21575,6924,1,0
133,224,21575_3_0,0,"Воля Гамулецька, Центр (1326)",21575,6923,1,0
133,224,21575_3_1,1,Ветеранів (727),21575,6924,1,0
133,224,21575_4_0,0,"Воля Гамулецька, Центр (1326)",21575,6923,1,0
133,224,21575_4_1,1,Ветеранів (727),21575,,1,0
176,224,22194_0_1,1,Університет (78),22194,2152,0,0
176,224,22194_1_0,0,Суботівська (177),22194,1905,0,0
176,224,22194_1_1,1,Університет (78),22194,2152,0,0
176,224,22194_2_0,0,Суботівська (177),22194,1905,0,0
176,224,22194_2_1,1,Університет (78),22194,2152,0,0
176,224,22194_3_0,0,Суботівська (177),22194,1905,0,0
176,224,22194_3_1,1,Університет (78),22194,2152,0,0
176,224,22194_4_0,0,Суботівська (177),22194,1905,0,0
176,224,22194_4_1,1,Університет (78),22194,2152,0,0
176,224,22194_5_0,0,Суботівська (177),22194,1905,0,0
176,224,22194_5_1,1,Університет (78),22194,2152,0,0
176,224,22194_6_0,0,Суботівська (177),22194,1905,0,0
176,224,22194_6_1,1,Університет (78),22194,2152,0,0
176,224,22195_0_1,1,Університет (78),22195,2152,0,0
176,224,22195_1_0,0,Суботівська (177),22195,1905,0,0
176,224,22195_1_1,1,Університет (78),22195,2152,0,0
176,224,22195_2_0,0,Суботівська (177),22195,1905,0,0
176,224,22195_2_1,1,Університет (78),22195,2152,0,0
176,224,22195_3_0,0,Суботівська (177),22195,1905,0,0
176,224,22195_3_1,1,Університет (78),22195,2152,0,0
176,224,22195_4_0,0,Суботівська (177),22195,1905,0,0
176,224,22195_4_1,1,Університет (78),22195,2152,0,0
176,224,22195_5_0,0,Суботівська (177),22195,1905,0,0
176,224,22195_5_1,1,Університет (78),22195,2152,0,0
176,224,22195_6_0,0,Суботівська (177),22195,1905,0,0
176,224,22195_6_1,1,Університет (78),22195,2152,0,0
176,224,22196_0_0,0,Суботівська (177),22196,1905,0,0
176,224,22196_0_1,1,Університет (78),22196,2152,0,0
176,224,22196_1_0,0,Суботівська (177),22196,1905,0,0
176,224,22196_1_1,1,Університет (78),22196,2152,0,0
176,224,22196_2_0,0,Суботівська (177),22196,1905,0,0
176,224,22196_2_1,1,Університет (78),22196,2152,0,0
176,224,22196_3_0,0,Суботівська (177),22196,1905,0,0
176,224,22196_3_1,1,Університет (78),22196,2152,0,0
176,224,22196_4_0,0,Суботівська (177),22196,1905,0,0
176,224,22196_4_1,1,Університет (78),22196,2152,0,0
176,224,22196_5_0,0,Суботівська (177),22196,1905,0,0
176,224,22196_5_1,1,Університет (78),22196,2152,0,0
176,224,22196_6_0,0,Суботівська (177),22196,1905,0,0
176,224,22196_6_1,1,Університет (78),22196,2152,0,0
176,224,22198_0_1,1,Університет (78),22198,2152,0,0
176,224,22198_1_0,0,Суботівська (177),22198,1905,0,0
176,224,22198_1_1,1,Університет (78),22198,2152,0,0
176,224,22198_2_0,0,Суботівська (177),22198,1905,0,0
176,224,22198_2_1,1,Університет (78),22198,2152,0,0
176,224,22198_3_0,0,Суботівська (177),22198,1905,0,0
176,224,22198_3_1,1,Університет (78),22198,2152,0,0
176,224,22198_4_0,0,Суботівська (177),22198,1905,0,0
176,224,22198_4_1,1,Університет (78),22198,2152,0,0
176,224,22198_5_0,0,Суботівська (177),22198,1905,0,0
176,224,22198_5_1,1,Університет (78),22198,2152,0,0
176,224,22198_6_0,0,Суботівська (177),22198,1905,0,0
176,224,22198_6_1,1,Університет (78),22198,2152,0,0
176,224,22200_0_0,0,Суботівська (177),22200,1905,0,0
176,224,22200_0_1,1,Університет (78),22200,2152,0,0
176,224,22200_1_0,0,Суботівська (177),22200,1905,0,0
176,224,22200_1_1,1,Університет (78),22200,2152,0,0
176,224,22200_2_0,0,Суботівська (177),22200,1905,0,0
176,224,22200_2_1,1,Університет (78),22200,2152,0,0
176,224,22200_3_0,0,Суботівська (177),22200,1905,0,0
176,224,22200_3_1,1,Університет (78),22200,2152,0,0
176,224,22200_4_0,0,Суботівська (177),22200,1905,0,0
176,224,22200_4_1,1,Університет (78),22200,2152,0,0
176,224,22200_5_0,0,Суботівська (177),22200,1905,0,0
176,224,22200_5_1,1,Університет (78),22200,2152,0,0
176,224,22200_6_0,0,Суботівська (177),22200,1905,0,0
176,224,22201_0_0,0,Суботівська (177),22201,1905,0,0
176,224,22201_0_1,1,Університет (78),22201,2152,0,0
176,224,22201_1_0,0,Суботівська (177),22201,1905,0,0
176,224,22201_1_1,1,Університет (78),22201,2152,0,0
176,224,22201_2_0,0,Суботівська (177),22201,1905,0,0
176,224,22201_2_1,1,Університет (78),22201,2152,0,0
176,224,22201_3_0,0,Суботівська (177),22201,1905,0,0
176,224,22201_3_1,1,Університет (78),22201,2152,0,0
176,224,22201_4_0,0,Суботівська (177),22201,1905,0,0
176,224,22201_4_1,1,Університет (78),22201,2152,0,0
176,224,22201_5_0,0,Суботівська (177),22201,1905,0,0
176,224,22201_5_1,1,Університет (78),22201,2152,0,0
176,224,22201_6_0,0,Суботівська (177),22201,1905,0,0
176,224,22202_0_0,0,Суботівська (177),22202,1905,0,0
176,224,22202_0_1,1,Університет (78),22202,2152,0,0
176,224,22202_1_0,0,Суботівська (177),22202,1905,0,0
176,224,22202_1_1,1,Університет (78),22202,2152,0,0
176,224,22202_2_0,0,Суботівська (177),22202,1905,0,0
176,224,22202_2_1,1,Університет (78),22202,2152,0,0
176,224,22202_3_0,0,Суботівська (177),22202,1905,0,0
176,224,22202_3_1,1,Університет (78),22202,2152,0,0
176,224,22202_4_0,0,Суботівська (177),22202,1905,0,0
176,224,22202_4_1,1,Університет (78),22202,2152,0,0
176,224,22202_5_0,0,Суботівська (177),22202,1905,0,0
176,224,22202_5_1,1,Університет (78),22202,2152,0,0
176,224,22202_6_0,0,Суботівська (177),22202,1905,0,0
176,224,22204_0_0,0,Суботівська (177),22204,1905,0,0
176,224,22204_0_1,1,Університет (78),22204,2152,0,0
176,224,22204_1_0,0,Суботівська (177),22204,1905,0,0
176,224,22204_1_1,1,Університет (78),22204,2152,0,0
176,224,22204_2_0,0,Суботівська (177),22204,1905,0,0
176,224,22204_2_1,1,Університет (78),22204,2152,0,0
176,224,22204_3_0,0,Суботівська (177),22204,1905,0,0
176,224,22204_3_1,1,Університет (78),22204,2152,0,0
176,224,22204_4_0,0,Суботівська (177),22204,1905,0,0
176,224,22204_4_1,1,Університет (78),22204,2152,0,0
176,224,22204_5_0,0,Суботівська (177),22204,1905,0,0
176,224,22204_5_1,1,Університет (78),22204,2152,0,0
176,224,22204_6_0,0,Суботівська (177),22204,1905,0,0
2285,224,23749_0_0,0,Ряшівська (169),23749,2914,0,0
2285,224,23749_0_1,1,Університет (78),23749,2915,0,0
2285,224,23749_1_0,0,Ряшівська (169),23749,2914,0,0
2285,224,23749_1_1,1,Університет (78),23749,2915,0,0
2285,224,23749_2_0,0,Ряшівська (169),23749,2914,0,0
2285,224,23749_2_1,1,Університет (78),23749,2915,0,0
2285,224,23749_3_0,0,Ряшівська (169),23749,2914,0,0
2285,224,23749_3_1,1,Університет (78),23749,2915,0,0
2285,224,23749_4_0,0,Ряшівська (169),23749,2914,0,0
2285,224,23749_4_1,1,Університет (78),23749,2915,0,0
2285,224,23749_5_0,0,Ряшівська (169),23749,2914,0,0
2285,224,23749_5_1,1,Університет (78),23749,2915,0,0
2285,224,23749_6_0,0,Ряшівська (169),23749,2914,0,0
2285,224,23750_0_1,1,Університет (78),23750,2915,0,0
2285,224,23750_1_0,0,Ряшівська (169),23750,2914,0,0
2285,224,23750_1_1,1,Університет (78),23750,2915,0,0
2285,224,23750_2_0,0,Ряшівська (169),23750,2914,0,0
2285,224,23750_2_1,1,Університет (78),23750,2915,0,0
2285,224,23750_3_0,0,Ряшівська (169),23750,2914,0,0
2285,224,23750_3_1,1,Університет (78),23750,2915,0,0
2285,224,23750_4_0,0,Ряшівська (169),23750,2914,0,0
2285,224,23750_4_1,1,Університет (78),23750,2915,0,0
2285,224,23750_5_0,0,Ряшівська (169),23750,2914,0,0
2285,224,23750_5_1,1,Університет (78),23750,2915,0,0
2285,224,23750_6_0,0,Ряшівська (169),23750,2914,0,0
2285,224,23750_6_1,1,Університет (78),23750,2915,0,0
2285,224,23750_7_0,0,Ряшівська (169),23750,2914,0,0
2285,224,23751_0_1,1,Університет (78),23751,2915,0,0
2285,224,23751_1_0,0,Ряшівська (169),23751,2914,0,0
2285,224,23751_1_1,1,Університет (78),23751,2915,0,0
2285,224,23751_2_0,0,Ряшівська (169),23751,2914,0,0
2285,224,23751_2_1,1,Університет (78),23751,2915,0,0
2285,224,23751_3_0,0,Ряшівська (169),23751,2914,0,0
2285,224,23751_3_1,1,Університет (78),23751,2915,0,0
2285,224,23751_4_0,0,Ряшівська (169),23751,2914,0,0
2285,224,23751_4_1,1,Університет (78),23751,2915,0,0
2285,224,23751_5_0,0,Ряшівська (169),23751,2914,0,0
2285,224,23751_5_1,1,Університет (78),23751,2915,0,0
2285,224,23751_6_0,0,Ряшівська (169),23751,2914,0,0
2285,224,23751_6_1,1,Університет (78),23751,2915,0,0
2285,224,23751_7_0,0,Ряшівська (169),23751,2914,0,0
2285,224,23752_0_1,1,Університет (78),23752,2915,0,0
2285,224,23752_1_0,0,Ряшівська (169),23752,2914,0,0
2285,224,23752_1_1,1,Університет (78),23752,2915,0,0
2285,224,23752_2_0,0,Ряшівська (169),23752,2914,0,0
2285,224,23752_2_1,1,Університет (78),23752,2915,0,0
2285,224,23752_3_0,0,Ряшівська (169),23752,2914,0,0
2285,224,23752_3_1,1,Університет (78),23752,2915,0,0
2285,224,23752_4_0,0,Ряшівська (169),23752,2914,0,0
2285,224,23752_4_1,1,Університет (78),23752,2915,0,0
2285,224,23752_5_0,0,Ряшівська (169),23752,2914,0,0
2285,224,23752_5_1,1,Університет (78),23752,2915,0,0
2285,224,23752_6_0,0,Ряшівська (169),23752,2914,0,0
2285,224,23752_6_1,1,Університет (78),23752,2915,0,0
2285,224,23752_7_0,0,Ряшівська (169),23752,2914,0,0
2285,224,23753_0_1,1,Університет (78),23753,2915,0,0
2285,224,23753_1_0,0,Ряшівська (169),23753,2914,0,0
2285,224,23753_1_1,1,Університет (78),23753,2915,0,0
2285,224,23753_2_0,0,Ряшівська (169),23753,2914,0,0
2285,224,23753_2_1,1,Університет (78),23753,2915,0,0
2285,224,23753_3_0,0,Ряшівська (169),23753,2914,0,0
2285,224,23753_3_1,1,Університет (78),23753,2915,0,0
2285,224,23753_4_0,0,Ряшівська (169),23753,2914,0,0
2285,224,23753_4_1,1,Університет (78),23753,2915,0,0
2285,224,23753_5_0,0,Ряшівська (169),23753,2914,0,0
2285,224,23753_5_1,1,Університет (78),23753,2915,0,0
2285,224,23753_6_0,0,Ряшівська (169),23753,2914,0,0
2285,224,23754_0_1,1,Університет (78),23754,2915,0,0
2285,224,23754_1_0,0,Ряшівська (169),23754,2914,0,0
2285,224,23754_1_1,1,Університет (78),23754,2915,0,0
2285,224,23754_2_0,0,Ряшівська (169),23754,2914,0,0
2285,224,23754_2_1,1,Університет (78),23754,2915,0,0
2285,224,23754_3_0,0,Ряшівська (169),23754,2914,0,0
2285,224,23754_3_1,1,Університет (78),23754,2915,0,0
2285,224,23754_4_0,0,Ряшівська (169),23754,2914,0,0
2285,224,23754_4_1,1,Університет (78),23754,2915,0,0
2285,224,23754_5_0,0,Ряшівська (169),23754,2914,0,0
2285,224,23754_5_1,1,Університет (78),23754,2915,0,0
2285,224,23754_6_0,0,Ряшівська (169),23754,2914,0,0
2285,224,23754_6_1,1,Університет (78),23754,2915,0,0
2285,224,23754_7_0,0,Ряшівська (169),23754,2914,0,0
2285,224,23755_0_1,1,Університет (78),23755,2915,0,0
2285,224,23755_1_0,0,Ряшівська (169),23755,2914,0,0
2285,224,23755_1_1,1,Університет (78),23755,2915,0,0
2285,224,23755_2_0,0,Ряшівська (169),23755,2914,0,0
2285,224,23755_2_1,1,Університет (78),23755,2915,0,0
2285,224,23755_3_0,0,Ряшівська (169),23755,2914,0,0
2285,224,23755_3_1,1,Університет (78),23755,2915,0,0
2285,224,23755_4_0,0,Ряшівська (169),23755,2914,0,0
2285,224,23755_4_1,1,Університет (78),23755,2915,0,0
2285,224,23755_5_0,0,Ряшівська (169),23755,2914,0,0
2285,224,23755_5_1,1,Університет (78),23755,2915,0,0
2285,224,23755_6_0,0,Ряшівська (169),23755,2914,0,0
2285,224,23755_6_1,1,Університет (78),23755,2915,0,0
2285,224,23755_7_0,0,Ряшівська (169),23755,2914,0,0
2285,224,23756_0_1,1,Університет (78),23756,2915,0,0
2285,224,23756_1_0,0,Ряшівська (169),23756,2914,0,0
2285,224,23756_1_1,1,Університет (78),23756,2915,0,0
2285,224,23756_2_0,0,Ряшівська (169),23756,2914,0,0
2285,224,23756_2_1,1,Університет (78),23756,2915,0,0
2285,224,23756_3_0,0,Ряшівська (169),23756,2914,0,0
2285,224,23756_3_1,1,Університет (78),23756,2915,0,0
2285,224,23756_4_0,0,Ряшівська (169),23756,2914,0,0
2285,224,23756_4_1,1,Університет (78),23756,2915,0,0
2285,224,23756_5_0,0,Ряшівська (169),23756,2914,0,0
2285,224,23756_5_1,1,Університет (78),23756,2915,0,0
2285,224,23756_6_0,0,Ряшівська (169),23756,2914,0,0
2285,224,23757_0_1,1,Університет (78),23757,2915,0,0
2285,224,23757_1_0,0,Ряшівська (169),23757,2914,0,0
2285,224,23757_1_1,1,Університет (78),23757,2915,0,0
2285,224,23757_2_0,0,Ряшівська (169),23757,2914,0,0
2285,224,23757_2_1,1,Університет (78),23757,2915,0,0
2285,224,23757_3_0,0,Ряшівська (169),23757,2914,0,0
2285,224,23757_3_1,1,Університет (78),23757,2915,0,0
2285,224,23757_4_0,0,Ряшівська (169),23757,2914,0,0
2285,224,23757_4_1,1,Університет (78),23757,2915,0,0
2285,224,23757_5_0,0,Ряшівська (169),23757,2914,0,0
2285,224,23757_5_1,1,Університет (78),23757,2915,0,0
2285,224,23757_6_0,0,Ряшівська (169),23757,2914,0,0
2285,224,23757_6_1,1,Університет (78),23757,2915,0,0
2285,224,23757_7_0,0,Ряшівська (169),23757,2914,0,0
2285,224,23758_0_1,1,Університет (78),23758,2915,0,0
2285,224,23758_1_0,0,Ряшівська (169),23758,2914,0,0
2285,224,23758_1_1,1,Університет (78),23758,2915,0,0
2285,224,23758_2_0,0,Ряшівська (169),23758,2914,0,0
2285,224,23758_2_1,1,Університет (78),23758,2915,0,0
2285,224,23758_3_0,0,Ряшівська (169),23758,2914,0,0
2285,224,23758_3_1,1,Університет (78),23758,2915,0,0
2285,224,23758_4_0,0,Ряшівська (169),23758,2914,0,0
2285,224,23758_4_1,1,Університет (78),23758,2915,0,0
2285,224,23758_5_0,0,Ряшівська (169),23758,2914,0,0
2285,224,23758_5_1,1,Університет (78),23758,2915,0,0
2285,224,23758_6_0,0,Ряшівська (169),23758,2914,0,0
119,224,25136_0_0,0,Автостанція №6 (256),25136,6927,0,0
119,224,25136_0_1,1,Станція Скнилів (85),25136,6928,0,0
119,224,25136_1_0,0,Автостанція №6 (256),25136,6927,0,0
119,224,25136_1_1,1,Станція Скнилів (85),25136,6928,0,0
119,224,25136_2_0,0,Автостанція №6 (256),25136,6927,0,0
119,224,25136_2_1,1,Станція Скнилів (85),25136,6928,0,0
119,224,25136_3_0,0,Автостанція №6 (256),25136,6927,0,0
119,224,25136_3_1,1,Станція Скнилів (85),25136,6928,0,0
119,224,25136_4_0,0,Автостанція №6 (256),25136,6927,0,0
119,224,25136_4_1,1,Станція Скнилів (85),25136,6928,0,0
119,224,25136_5_0,0,Автостанція №6 (256),25136,6927,0,0
119,224,25136_5_1,1,Станція Скнилів (85),25136,6928,0,0
119,224,25136_6_0,0,Автостанція №6 (256),25136,6927,0,0
119,224,25137_0_1,1,Станція Скнилів (85),25137,6928,0,0
119,224,25137_1_0,0,Автостанція №6 (256),25137,6927,0,0
119,224,25137_1_1,1,Станція Скнилів (85),25137,6928,0,0
119,224,25137_2_0,0,Автостанція №6 (256),25137,6927,0,0
119,224,25137_2_1,1,Станція Скнилів (85),25137,6928,0,0
119,224,25137_3_0,0,Автостанція №6 (256),25137,6927,0,0
119,224,25137_3_1,1,Станція Скнилів (85),25137,6928,0,0
119,224,25137_4_0,0,Автостанція №6 (256),25137,6927,0,0
119,224,25137_4_1,1,Станція Скнилів (85),25137,6928,0,0
119,224,25137_5_0,0,Автостанція №6 (256),25137,6927,0,0
119,224,25137_5_1,1,Станція Скнилів (85),25137,6928,0,0
119,224,25137_6_0,0,Автостанція №6 (256),25137,6927,0,0
119,224,25137_6_1,1,Станція Скнилів (85),25137,6928,0,0
119,224,25137_7_0,0,Автостанція №6 (256),25137,6927,0,0
119,224,25138_0_1,1,Станція Скнилів (85),25138,6928,0,0
119,224,25138_1_0,0,Автостанція №6 (256),25138,6927,0,0
119,224,25138_1_1,1,Станція Скнилів (85),25138,6928,0,0
119,224,25138_2_0,0,Автостанція №6 (256),25138,6927,0,0
119,224,25138_2_1,1,Станція Скнилів (85),25138,6928,0,0
119,224,25138_3_0,0,Автостанція №6 (256),25138,6927,0,0
119,224,25138_3_1,1,Станція Скнилів (85),25138,6928,0,0
119,224,25138_4_0,0,Автостанція №6 (256),25138,6927,0,0
119,224,25138_4_1,1,Станція Скнилів (85),25138,6928,0,0
119,224,25138_5_0,0,Автостанція №6 (256),25138,6927,0,0
119,224,25138_5_1,1,Станція Скнилів (85),25138,6928,0,0
119,224,25138_6_0,0,Автостанція №6 (256),25138,6927,0,0
119,224,25138_6_1,1,Станція Скнилів (85),25138,6928,0,0
146,224,25139_0_1,1,Білогорща (90),25139,6929,0,0
146,224,25139_1_0,0,Чигиринська (575),25139,6930,0,0
146,224,25139_1_1,1,Білогорща (90),25139,6929,0,0
146,224,25139_2_0,0,Чигиринська (575),25139,6930,0,0
146,224,25139_2_1,1,Білогорща (90),25139,6929,0,0
146,224,25139_3_0,0,Чигиринська (575),25139,6930,0,0
146,224,25139_3_1,1,Білогорща (90),25139,6929,0,0
146,224,25139_4_0,0,Чигиринська (575),25139,6930,0,0
146,224,25139_4_1,1,Білогорща (90),25139,6929,0,0
146,224,25139_5_0,0,Чигиринська (575),25139,6930,0,0
146,224,25139_5_1,1,Білогорща (90),25139,6929,0,0
146,224,25139_6_0,0,Чигиринська (575),25139,6930,0,0
146,224,25140_0_1,1,Білогорща (90),25140,6929,0,0
146,224,25140_1_0,0,Чигиринська (575),25140,6930,0,0
146,224,25140_1_1,1,Білогорща (90),25140,6929,0,0
146,224,25140_2_0,0,Чигиринська (575),25140,6930,0,0
146,224,25140_2_1,1,Білогорща (90),25140,6929,0,0
146,224,25140_3_0,0,Чигиринська (575),25140,6930,0,0
146,224,25140_3_1,1,Білогорща (90),25140,6929,0,0
146,224,25140_4_0,0,Чигиринська (575),25140,6930,0,0
146,224,25140_4_1,1,Білогорща (90),25140,6929,0,0
146,224,25140_5_0,0,Чигиринська (575),25140,6930,0,0
146,224,25140_5_1,1,Білогорща (90),25140,6929,0,0
146,224,25140_6_0,0,Чигиринська (575),25140,6930,0,0
146,224,25141_0_1,1,Білогорща (90),25141,6929,0,0
146,224,25141_1_0,0,Чигиринська (575),25141,6930,0,0
146,224,25141_1_1,1,Білогорща (90),25141,6929,0,0
146,224,25141_2_0,0,Чигиринська (575),25141,6930,0,0
146,224,25141_2_1,1,Білогорща (90),25141,6929,0,0
146,224,25141_3_0,0,Чигиринська (575),25141,6930,0,0
146,224,25141_3_1,1,Білогорща (90),25141,6929,0,0
146,224,25141_4_0,0,Чигиринська (575),25141,6930,0,0
146,224,25141_4_1,1,Білогорща (90),25141,6929,0,0
146,224,25141_5_0,0,Чигиринська (575),25141,6930,0,0
146,224,25141_5_1,1,Білогорща (90),25141,6929,0,0
146,224,25141_6_0,0,Чигиринська (575),25141,6930,0,0
146,224,25141_6_1,1,Білогорща (90),25141,6929,0,0
146,224,25142_0_0,0,Чигиринська (575),25142,6930,0,0
146,224,25142_0_1,1,Білогорща (90),25142,6929,0,0
146,224,25142_1_0,0,Чигиринська (575),25142,6930,0,0
146,224,25142_1_1,1,Білогорща (90),25142,6929,0,0
146,224,25142_2_0,0,Чигиринська (575),25142,6930,0,0
146,224,25142_2_1,1,Білогорща (90),25142,6929,0,0
146,224,25142_3_0,0,Чигиринська (575),25142,6930,0,0
146,224,25142_3_1,1,Білогорща (90),25142,6929,0,0
146,224,25142_4_0,0,Чигиринська (575),25142,6930,0,0
146,224,25142_4_1,1,Білогорща (90),25142,6929,0,0
146,224,25142_5_0,0,Чигиринська (575),25142,6930,0,0
146,224,25142_5_1,1,Білогорща (90),25142,6929,0,0
146,224,25143_0_0,0,Чигиринська (575),25143,6930,0,0
146,224,25143_0_1,1,Білогорща (90),25143,6929,0,0
146,224,25143_1_0,0,Чигиринська (575),25143,6930,0,0
146,224,25143_1_1,1,Білогорща (90),25143,6929,0,0
146,224,25143_2_0,0,Чигиринська (575),25143,6930,0,0
146,224,25143_2_1,1,Білогорща (90),25143,6929,0,0
146,224,25143_3_0,0,Чигиринська (575),25143,6930,0,0
146,224,25143_3_1,1,Білогорща (90),25143,6929,0,0
146,224,25143_4_0,0,Чигиринська (575),25143,6930,0,0
146,224,25143_4_1,1,Білогорща (90),25143,6929,0,0
146,224,25143_5_0,0,Чигиринська (575),25143,6930,0,0
146,224,25143_5_1,1,Білогорща (90),25143,6929,0,0
146,224,25143_6_0,0,Чигиринська (575),25143,6930,0,0
146,224,25144_0_0,0,Чигиринська (575),25144,6930,0,0
146,224,25144_0_1,1,Білогорща (90),25144,6929,0,0
146,224,25144_1_0,0,Чигиринська (575),25144,6930,0,0
146,224,25144_1_1,1,Білогорща (90),25144,6929,0,0
146,224,25144_2_0,0,Чигиринська (575),25144,6930,0,0
146,224,25144_2_1,1,Білогорща (90),25144,6929,0,0
146,224,25144_3_0,0,Чигиринська (575),25144,6930,0,0
146,224,25144_3_1,1,Білогорща (90),25144,6929,0,0
146,224,25144_4_0,0,Чигиринська (575),25144,6930,0,0
146,224,25144_4_1,1,Білогорща (90),25144,6929,0,0
146,224,25144_5_0,0,Чигиринська (575),25144,6930,0,0
146,224,25144_5_1,1,Білогорща (90),25144,6929,0,0
1062,224,25151_0_1,1,Суботівська (177),25151,6001,0,0
1062,224,25151_1_0,0,Лікарня Святого Луки (367),25151,5943,0,0
1062,224,25151_1_1,1,Суботівська (177),25151,6001,0,0
1062,224,25151_2_0,0,Лікарня Святого Луки (367),25151,5943,0,0
1062,224,25151_2_1,1,Суботівська (177),25151,6001,0,0
1062,224,25151_3_0,0,Лікарня Святого Луки (367),25151,5943,0,0
1062,224,25151_3_1,1,Суботівська (177),25151,6001,0,0
1062,224,25151_4_0,0,Лікарня Святого Луки (367),25151,5943,0,0
1062,224,25151_4_1,1,Суботівська (177),25151,6001,0,0
1062,224,25151_5_0,0,Лікарня Святого Луки (367),25151,5943,0,0
1062,224,25151_5_1,1,Суботівська (177),25151,6001,0,0
1062,224,25151_6_0,0,Лікарня Святого Луки (367),25151,5943,0,0
1062,224,25151_6_1,1,Суботівська (177),25151,6001,0,0
1062,224,25151_7_0,0,Лікарня Святого Луки (367),25151,5943,0,0
1062,224,25152_0_0,0,Лікарня Святого Луки (367),25152,5943,0,0
1062,224,25152_0_1,1,Суботівська (177),25152,6001,0,0
1062,224,25152_1_0,0,Лікарня Святого Луки (367),25152,5943,0,0
1062,224,25152_1_1,1,Суботівська (177),25152,6001,0,0
1062,224,25152_2_0,0,Лікарня Святого Луки (367),25152,5943,0,0
1062,224,25152_2_1,1,Суботівська (177),25152,6001,0,0
1062,224,25152_3_0,0,Лікарня Святого Луки (367),25152,5943,0,0
1062,224,25152_3_1,1,Суботівська (177),25152,6001,0,0
1062,224,25152_4_0,0,Лікарня Святого Луки (367),25152,5943,0,0
1062,224,25152_4_1,1,Суботівська (177),25152,6001,0,0
1062,224,25152_5_0,0,Лікарня Святого Луки (367),25152,5943,0,0
1062,224,25152_5_1,1,Суботівська (177),25152,6001,0,0
1062,224,25152_6_0,0,Лікарня Святого Луки (367),25152,5943,0,0
1062,224,25152_6_1,1,Суботівська (177),25152,6001,0,0
1062,224,25153_0_0,0,Лікарня Святого Луки (367),25153,5943,0,0
1062,224,25153_0_1,1,Суботівська (177),25153,6001,0,0
1062,224,25153_1_0,0,Лікарня Святого Луки (367),25153,5943,0,0
1062,224,25153_1_1,1,Суботівська (177),25153,6001,0,0
1062,224,25153_2_0,0,Лікарня Святого Луки (367),25153,5943,0,0
1062,224,25153_2_1,1,Суботівська (177),25153,6001,0,0
1062,224,25153_3_0,0,Лікарня Святого Луки (367),25153,5943,0,0
