route_id,service_id,trip_id,direction_id,trip_headsign,block_id,shape_id,wheelchair_accessible,bikes_allowed
2285,31,25848_3_0,0,Ряшівська (169),25848,2914,0,0
2285,31,25848_3_1,1,Університет (78),25848,2915,0,0
2285,31,25848_4_0,0,Ряшівська (169),25848,2914,0,0
2285,31,25848_4_1,1,Університет (78),25848,2915,0,0
2285,31,25848_5_0,0,Ряшівська (169),25848,2914,0,0
2285,31,25848_5_1,1,Університет (78),25848,2915,0,0
2285,31,25848_6_0,0,Ряшівська (169),25848,2914,0,0
2285,31,25848_6_1,1,Університет (78),25848,2915,0,0
2285,31,25848_7_0,0,Ряшівська (169),25848,2914,0,0
2285,31,25850_0_1,1,Університет (78),25850,2915,0,0
2285,31,25850_1_0,0,Ряшівська (169),25850,2914,0,0
2285,31,25850_1_1,1,Університет (78),25850,2915,0,0
2285,31,25850_2_0,0,Ряшівська (169),25850,2914,0,0
2285,31,25850_2_1,1,Університет (78),25850,2915,0,0
2285,31,25850_3_0,0,Ряшівська (169),25850,2914,0,0
2285,31,25850_3_1,1,Університет (78),25850,2915,0,0
2285,31,25850_4_0,0,Ряшівська (169),25850,2914,0,0
2285,31,25850_4_1,1,Університет (78),25850,2915,0,0
2285,31,25850_5_0,0,Ряшівська (169),25850,2914,0,0
2285,31,25850_5_1,1,Університет (78),25850,2915,0,0
2285,31,25850_6_0,0,Ряшівська (169),25850,2914,0,0
94,224,25920_0_0,0,Площа Різні (62),25920,2685,0,0
94,224,25920_0_1,1,ТРЦ Кінг Кросс (320),25920,2684,0,0
94,224,25920_1_0,0,Площа Різні (62),25920,2685,0,0
94,224,25920_1_1,1,ТРЦ Кінг Кросс (320),25920,2684,0,0
94,224,25920_2_0,0,Площа Різні (62),25920,2685,0,0
94,224,25920_2_1,1,ТРЦ Кінг Кросс (320),25920,2684,0,0
94,224,25920_3_0,0,Площа Різні (62),25920,2685,0,0
94,224,25920_3_1,1,ТРЦ Кінг Кросс (320),25920,2684,0,0
94,224,25920_4_0,0,Площа Різні (62),25920,2685,0,0
94,224,25920_4_1,1,ТРЦ Кінг Кросс (320),25920,2684,0,0
94,224,25920_5_0,0,Площа Різні (62),25920,2685,0,0
94,224,25920_5_1,1,ТРЦ Кінг Кросс (320),25920,2684,0,0
94,224,25920_6_0,0,Площа Різні (62),25920,2685,0,0
94,224,25920_6_1,1,ТРЦ Кінг Кросс (320),25920,2684,0,0
94,224,25920_7_0,0,Площа Різні (62),25920,2685,0,0
94,224,25921_0_0,0,Площа Різні (62),25921,2685,0,0
94,224,25921_0_1,1,ТРЦ Кінг Кросс (320),25921,2684,0,0
94,224,25921_1_0,0,Площа Різні (62),25921,2685,0,0
94,224,25921_1_1,1,ТРЦ Кінг Кросс (320),25921,2684,0,0
94,224,25921_2_0,0,Площа Різні (62),25921,2685,0,0
94,224,25921_2_1,1,ТРЦ Кінг Кросс (320),25921,2684,0,0
94,224,25921_3_0,0,Площа Різні (62),25921,2685,0,0
94,224,25921_3_1,1,ТРЦ Кінг Кросс (320),25921,2684,0,0
94,224,25921_4_0,0,Площа Різні (62),25921,2685,0,0
94,224,25921_4_1,1,ТРЦ Кінг Кросс (320),25921,2684,0,0
94,224,25921_5_0,0,Площа Різні (62),25921,2685,0,0
94,224,25921_5_1,1,ТРЦ Кінг Кросс (320),25921,2684,0,0
94,224,25921_6_0,0,Площа Різні (62),25921,2685,0,0
94,224,25921_6_1,1,ТРЦ Кінг Кросс (320),25921,2684,0,0
94,224,25922_0_0,0,Площа Різні (62),25922,2685,0,0
94,224,25922_0_1,1,ТРЦ Кінг Кросс (320),25922,2684,0,0
94,224,25922_1_0,0,Площа Різні (62),25922,2685,0,0
94,224,25922_1_1,1,ТРЦ Кінг Кросс (320),25922,2684,0,0
94,224,25922_2_0,0,Площа Різні (62),25922,2685,0,0
94,224,25922_2_1,1,ТРЦ Кінг Кросс (320),25922,2684,0,0
94,224,25922_3_0,0,Площа Різні (62),25922,2685,0,0
94,224,25922_3_1,1,ТРЦ Кінг Кросс (320),25922,2684,0,0
94,224,25922_4_0,0,Площа Різні (62),25922,2685,0,0
94,224,25922_4_1,1,ТРЦ Кінг Кросс (320),25922,2684,0,0
94,224,25922_5_0,0,Площа Різні (62),25922,2685,0,0
94,224,25922_5_1,1,ТРЦ Кінг Кросс (320),25922,2684,0,0
94,224,25922_6_0,0,Площа Різні (62),25922,2685,0,0
94,224,25922_6_1,1,ТРЦ Кінг Кросс (320),25922,2684,0,0
94,224,25922_7_0,0,Площа Різні (62),25922,2685,0,0
94,224,25923_0_0,0,Площа Різні (62),25923,2685,0,0
94,224,25923_0_1,1,ТРЦ Кінг Кросс (320),25923,2684,0,0
94,224,25923_1_0,0,Площа Різні (62),25923,2685,0,0
94,224,25923_1_1,1,ТРЦ Кінг Кросс (320),25923,2684,0,0
94,224,25923_2_0,0,Площа Різні (62),25923,2685,0,0
94,224,25923_2_1,1,ТРЦ Кінг Кросс (320),25923,2684,0,0
94,224,25923_3_0,0,Площа Різні (62),25923,2685,0,0
94,224,25923_3_1,1,ТРЦ Кінг Кросс (320),25923,2684,0,0
94,224,25923_4_0,0,Площа Різні (62),25923,2685,0,0
94,224,25923_4_1,1,ТРЦ Кінг Кросс (320),25923,2684,0,0
94,224,25923_5_0,0,Площа Різні (62),25923,2685,0,0
94,224,25923_5_1,1,ТРЦ Кінг Кросс (320),25923,2684,0,0
94,224,25923_6_0,0,Площа Різні (62),25923,2685,0,0
94,224,25924_0_0,0,Площа Різні (62),25924,2685,0,0
94,224,25924_0_1,1,ТРЦ Кінг Кросс (320),25924,2684,0,0
94,224,25924_1_0,0,Площа Різні (62),25924,2685,0,0
94,224,25924_1_1,1,ТРЦ Кінг Кросс (320),25924,2684,0,0
94,224,25924_2_0,0,Площа Різні (62),25924,2685,0,0
94,224,25924_2_1,1,ТРЦ Кінг Кросс (320),25924,2684,0,0
94,224,25924_3_0,0,Площа Різні (62),25924,2685,0,0
94,224,25924_3_1,1,ТРЦ Кінг Кросс (320),25924,2684,0,0
94,224,25924_4_0,0,Площа Різні (62),25924,2685,0,0
94,224,25924_4_1,1,ТРЦ Кінг Кросс (320),25924,2684,0,0
94,224,25924_5_0,0,Площа Різні (62),25924,2685,0,0
94,224,25924_5_1,1,ТРЦ Кінг Кросс (320),25924,2684,0,0
94,224,25924_6_0,0,Площа Різні (62),25924,2685,0,0
94,224,25924_6_1,1,ТРЦ Кінг Кросс (320),25924,2684,0,0
94,224,25925_0_0,0,Площа Різні (62),25925,2685,0,0
94,224,25925_0_1,1,ТРЦ Кінг Кросс (320),25925,2684,0,0
94,224,25925_1_0,0,Площа Різні (62),25925,2685,0,0
94,224,25925_1_1,1,ТРЦ Кінг Кросс (320),25925,2684,0,0
94,224,25925_2_0,0,Площа Різні (62),25925,2685,0,0
94,224,25925_2_1,1,ТРЦ Кінг Кросс (320),25925,2684,0,0
94,224,25925_3_0,0,Площа Різні (62),25925,2685,0,0
94,224,25925_3_1,1,ТРЦ Кінг Кросс (320),25925,2684,0,0
94,224,25925_4_0,0,Площа Різні (62),25925,2685,0,0
94,224,25925_4_1,1,ТРЦ Кінг Кросс (320),25925,2684,0,0
94,224,25925_5_0,0,Площа Різні (62),25925,2685,0,0
94,224,25925_5_1,1,ТРЦ Кінг Кросс (320),25925,2684,0,0
94,224,25925_6_0,0,Площа Різні (62),25925,2685,0,0
94,224,25926_0_1,1,ТРЦ Кінг Кросс (320),25926,2684,0,0
94,224,25926_1_0,0,Площа Різні (62),25926,2685,0,0
94,224,25926_1_1,1,ТРЦ Кінг Кросс (320),25926,2684,0,0
94,224,25926_2_0,0,Площа Різні (62),25926,2685,0,0
94,224,25926_2_1,1,ТРЦ Кінг Кросс (320),25926,2684,0,0
94,224,25926_3_0,0,Площа Різні (62),25926,2685,0,0
94,224,25926_3_1,1,ТРЦ Кінг Кросс (320),25926,2684,0,0
94,224,25926_4_0,0,Площа Різні (62),25926,2685,0,0
94,224,25926_4_1,1,ТРЦ Кінг Кросс (320),25926,2684,0,0
94,224,25926_5_0,0,Площа Різні (62),25926,2685,0,0
94,224,25926_5_1,1,ТРЦ Кінг Кросс (320),25926,2684,0,0
94,224,25926_6_0,0,Площа Різні (62),25926,2685,0,0
94,224,25926_6_1,1,ТРЦ Кінг Кросс (320),25926,2684,0,0
94,224,25927_0_1,1,ТРЦ Кінг Кросс (320),25927,2684,0,0
94,224,25927_1_0,0,Площа Різні (62),25927,2685,0,0
94,224,25927_1_1,1,ТРЦ Кінг Кросс (320),25927,2684,0,0
94,224,25927_2_0,0,Площа Різні (62),25927,2685,0,0
94,224,25927_2_1,1,ТРЦ Кінг Кросс (320),25927,2684,0,0
94,224,25927_3_0,0,Площа Різні (62),25927,2685,0,0
94,224,25927_3_1,1,ТРЦ Кінг Кросс (320),25927,2684,0,0
94,224,25927_4_0,0,Площа Різні (62),25927,2685,0,0
94,224,25927_4_1,1,ТРЦ Кінг Кросс (320),25927,2684,0,0
94,224,25927_5_0,0,Площа Різні (62),25927,2685,0,0
94,224,25927_5_1,1,ТРЦ Кінг Кросс (320),25927,2684,0,0
94,224,25927_6_0,0,Площа Різні (62),25927,2685,0,0
94,224,25927_6_1,1,ТРЦ Кінг Кросс (320),25927,2684,0,0
94,224,25927_7_0,0,Площа Різні (62),25927,2685,0,0
977,31,25971_0_0,0,Санта Барбара (457),25971,6779,1,0
977,31,25971_0_1,1,Шота Руставелі (291),25971,6780,1,0
977,31,25971_1_0,0,Санта Барбара (457),25971,6779,1,0
977,31,25971_1_1,1,Шота Руставелі (291),25971,6780,1,0
977,31,25971_2_0,0,Санта Барбара (457),25971,6779,1,0
977,31,25971_2_1,1,Шота Руставелі (291),25971,6780,1,0
977,31,25971_3_0,0,Санта Барбара (457),25971,6779,1,0
977,31,25971_3_1,1,Шота Руставелі (291),25971,6780,1,0
977,31,25971_4_0,0,Санта Барбара (457),25971,6779,1,0
977,31,25971_4_1,1,Шота Руставелі (291),25971,6780,1,0
977,31,25972_0_0,0,Санта Барбара (457),25972,6779,1,0
977,31,25972_0_1,1,Шота Руставелі (291),25972,6780,1,0
977,31,25972_1_0,0,Санта Барбара (457),25972,6779,1,0
977,31,25972_1_1,1,Шота Руставелі (291),25972,6780,1,0
977,31,25973_0_0,0,Санта Барбара (457),25973,6779,1,0
977,31,25973_0_1,1,Шота Руставелі (291),25973,6780,1,0
977,31,25973_1_0,0,Санта Барбара (457),25973,6779,1,0
977,31,25973_1_1,1,Шота Руставелі (291),25973,6780,1,0
977,31,25973_2_0,0,Санта Барбара (457),25973,6779,1,0
977,31,25973_2_1,1,Шота Руставелі (291),25973,6780,1,0
977,31,25973_3_0,0,Санта Барбара (457),25973,6779,1,0
977,31,25973_3_1,1,Шота Руставелі (291),25973,6780,1,0
977,31,25973_4_0,0,Санта Барбара (457),25973,6779,1,0
977,31,25973_4_1,1,Шота Руставелі (291),25973,6780,1,0
977,31,25974_0_0,0,Санта Барбара (457),25974,6779,1,0
977,31,25974_0_1,1,Шота Руставелі (291),25974,6780,1,0
977,31,25974_1_0,0,Санта Барбара (457),25974,6779,1,0
977,31,25974_1_1,1,Шота Руставелі (291),25974,6780,1,0
977,31,25974_2_0,0,Санта Барбара (457),25974,6779,1,0
977,31,25974_2_1,1,Шота Руставелі (291),25974,6780,1,0
977,31,25974_3_0,0,Санта Барбара (457),25974,6779,1,0
977,31,25974_3_1,1,Шота Руставелі (291),25974,6780,1,0
977,31,25974_4_0,0,Санта Барбара (457),25974,6779,1,0
977,31,25974_4_1,1,Шота Руставелі (291),25974,6780,1,0
977,31,25975_0_0,0,Санта Барбара (457),25975,6779,1,0
977,31,25975_0_1,1,Шота Руставелі (291),25975,6780,1,0
977,31,25975_1_0,0,Санта Барбара (457),25975,6779,1,0
977,31,25975_1_1,1,Шота Руставелі (291),25975,6780,1,0
977,31,25975_2_0,0,Санта Барбара (457),25975,6779,1,0
977,31,25975_2_1,1,Шота Руставелі (291),25975,6780,1,0
977,31,25975_3_0,0,Санта Барбара (457),25975,6779,1,0
977,31,25975_3_1,1,Шота Руставелі (291),25975,6780,1,0
977,31,25975_4_0,0,Санта Барбара (457),25975,6779,1,0
977,31,25975_4_1,1,Шота Руставелі (291),25975,6780,1,0
977,31,25977_0_0,0,Санта Барбара (457),25977,6779,1,0
977,31,25977_0_1,1,Шота Руставелі (291),25977,6780,1,0
977,31,25977_1_0,0,Санта Барбара (457),25977,6779,1,0
977,31,25977_1_1,1,Шота Руставелі (291),25977,6780,1,0
977,31,25977_2_0,0,Санта Барбара (457),25977,6779,1,0
977,31,25977_2_1,1,Шота Руставелі (291),25977,6780,1,0
977,31,25977_3_0,0,Санта Барбара (457),25977,6779,1,0
977,31,25977_3_1,1,Шота Руставелі (291),25977,6780,1,0
977,31,25977_4_0,0,Санта Барбара (457),25977,6779,1,0
977,31,25977_4_1,1,Шота Руставелі (291),25977,6780,1,0
977,31,25979_0_0,0,Санта Барбара (457),25979,6779,1,0
977,31,25979_0_1,1,Шота Руставелі (291),25979,6780,1,0
977,31,25979_1_0,0,Санта Барбара (457),25979,6779,1,0
977,31,25979_1_1,1,Шота Руставелі (291),25979,6780,1,0
977,31,25979_2_0,0,Санта Барбара (457),25979,6779,1,0
977,31,25979_2_1,1,Шота Руставелі (291),25979,6780,1,0
977,31,25979_3_0,0,Санта Барбара (457),25979,6779,1,0
977,31,25979_3_1,1,Шота Руставелі (291),25979,6780,1,0
977,31,25979_4_0,0,Санта Барбара (457),25979,6779,1,0
977,31,25979_4_1,1,Шота Руставелі (291),25979,6780,1,0
977,31,25980_0_0,0,Санта Барбара (457),25980,6779,1,0
977,31,25980_0_1,1,Шота Руставелі (291),25980,6780,1,0
977,31,25980_1_0,0,Санта Барбара (457),25980,6779,1,0
977,31,25980_1_1,1,Шота Руставелі (291),25980,6780,1,0
977,31,25981_0_0,0,Санта Барбара (457),25981,6779,1,0
977,31,25981_0_1,1,Шота Руставелі (291),25981,6780,1,0
977,31,25981_1_0,0,Санта Барбара (457),25981,6779,1,0
977,31,25981_1_1,1,Шота Руставелі (291),25981,6780,1,0
977,31,25981_2_0,0,Санта Барбара (457),25981,6779,1,0
977,31,25981_2_1,1,Шота Руставелі (291),25981,6780,1,0
977,31,25981_3_0,0,Санта Барбара (457),25981,6779,1,0
977,31,25981_3_1,1,Шота Руставелі (291),25981,6780,1,0
977,31,25981_4_0,0,Санта Барбара (457),25981,6779,1,0
977,31,25981_4_1,1,Шота Руставелі (291),25981,6780,1,0
977,31,25982_0_0,0,Санта Барбара (457),25982,6779,1,0
977,31,25982_0_1,1,Шота Руставелі (291),25982,6780,1,0
977,31,25982_1_0,0,Санта Барбара (457),25982,6779,1,0
977,31,25982_1_1,1,Шота Руставелі (291),25982,6780,1,0
977,31,25982_2_0,0,Санта Барбара (457),25982,6779,1,0
977,31,25982_2_1,1,Шота Руставелі (291),25982,6780,1,0
977,31,25982_3_0,0,Санта Барбара (457),25982,6779,1,0
977,31,25982_3_1,1,Шота Руставелі (291),25982,6780,1,0
977,31,25982_4_0,0,Санта Барбара (457),25982,6779,1,0
977,31,25982_4_1,1,Шота Руставелі (291),25982,6780,1,0
977,31,25983_0_0,0,Санта Барбара (457),25983,6779,1,0
977,31,25983_0_1,1,Шота Руставелі (291),25983,6780,1,0
977,31,25983_1_0,0,Санта Барбара (457),25983,6779,1,0
977,31,25983_1_1,1,Шота Руставелі (291),25983,6780,1,0
977,31,25983_2_0,0,Санта Барбара (457),25983,6779,1,0
977,31,25983_2_1,1,Шота Руставелі (291),25983,6780,1,0
977,31,25983_3_0,0,Санта Барбара (457),25983,6779,1,0
977,31,25983_3_1,1,Шота Руставелі (291),25983,6780,1,0
977,31,25983_4_0,0,Санта Барбара (457),25983,6779,1,0
977,31,25983_4_1,1,Шота Руставелі (291),25983,6780,1,0
977,31,25983_5_0,0,Санта Барбара (457),25983,6779,1,0
977,31,25983_5_1,1,Шота Руставелі (291),25983,6780,1,0
977,31,25985_0_0,0,Санта Барбара (457),25985,6779,1,0
977,31,25985_0_1,1,Шота Руставелі (291),25985,6780,1,0
977,31,25985_1_0,0,Санта Барбара (457),25985,6779,1,0
977,31,25985_1_1,1,Шота Руставелі (291),25985,6780,1,0
977,31,25985_2_0,0,Санта Барбара (457),25985,6779,1,0
977,31,25985_2_1,1,Шота Руставелі (291),25985,6780,1,0
977,31,25985_3_0,0,Санта Барбара (457),25985,6779,1,0
977,31,25985_3_1,1,Шота Руставелі (291),25985,6780,1,0
977,31,25985_4_0,0,Санта Барбара (457),25985,6779,1,0
977,31,25985_4_1,1,Шота Руставелі (291),25985,6780,1,0
117,224,26005_0_0,0,Варшавська (612),26005,6939,0,0
117,224,26005_0_1,1,Рудно. Семінарія (1129),26005,6940,0,0
117,224,26005_1_0,0,Варшавська (612),26005,6939,0,0
117,224,26005_1_1,1,Рудно. Семінарія (1129),26005,6940,0,0
117,224,26005_2_0,0,Варшавська (612),26005,6939,0,0
117,224,26005_2_1,1,Рудно. Семінарія (1129),26005,6940,0,0
117,224,26005_3_0,0,Варшавська (612),26005,6939,0,0
117,224,26005_3_1,1,Рудно. Семінарія (1129),26005,6940,0,0
117,224,26005_4_0,0,Варшавська (612),26005,6939,0,0
117,224,26005_4_1,1,Рудно. Семінарія (1129),26005,6940,0,0
117,224,26005_5_0,0,Варшавська (612),26005,6939,0,0
117,224,26005_5_1,1,Рудно. Семінарія (1129),26005,6940,0,0
117,224,26006_0_0,0,Варшавська (612),26006,6939,0,0
117,224,26006_0_1,1,Рудно. Семінарія (1129),26006,6940,0,0
117,224,26006_1_0,0,Варшавська (612),26006,6939,0,0
117,224,26006_1_1,1,Рудно. Семінарія (1129),26006,6940,0,0
117,224,26006_2_0,0,Варшавська (612),26006,6939,0,0
117,224,26006_2_1,1,Рудно. Семінарія (1129),26006,6940,0,0
117,224,26006_3_0,0,Варшавська (612),26006,6939,0,0
117,224,26006_3_1,1,Рудно. Семінарія (1129),26006,6940,0,0
117,224,26006_4_0,0,Варшавська (612),26006,6939,0,0
117,224,26006_4_1,1,Рудно. Семінарія (1129),26006,6940,0,0
117,224,26006_5_0,0,Варшавська (612),26006,6939,0,0
117,224,26006_5_1,1,Рудно. Семінарія (1129),26006,6940,0,0
117,224,26007_0_0,0,Варшавська (612),26007,6939,0,0
117,224,26007_0_1,1,Рудно. Семінарія (1129),26007,6940,0,0
117,224,26007_1_0,0,Варшавська (612),26007,6939,0,0
117,224,26007_1_1,1,Рудно. Семінарія (1129),26007,6940,0,0
117,224,26007_2_0,0,Варшавська (612),26007,6939,0,0
117,224,26007_2_1,1,Рудно. Семінарія (1129),26007,6940,0,0
117,224,26007_3_0,0,Варшавська (612),26007,6939,0,0
117,224,26007_3_1,1,Рудно. Семінарія (1129),26007,6940,0,0
117,224,26007_4_0,0,Варшавська (612),26007,6939,0,0
117,224,26007_4_1,1,Рудно. Семінарія (1129),26007,6940,0,0
117,224,26007_5_0,0,Варшавська (612),26007,6939,0,0
117,224,26007_5_1,1,Рудно. Семінарія (1129),26007,6940,0,0
117,224,26008_0_0,0,Варшавська (612),26008,6939,0,0
117,224,26008_0_1,1,Рудно. Семінарія (1129),26008,6940,0,0
117,224,26008_1_0,0,Варшавська (612),26008,6939,0,0
117,224,26008_1_1,1,Рудно. Семінарія (1129),26008,6940,0,0
117,224,26008_2_0,0,Варшавська (612),26008,6939,0,0
117,224,26008_2_1,1,Рудно. Семінарія (1129),26008,6940,0,0
117,224,26008_3_0,0,Варшавська (612),26008,6939,0,0
117,224,26008_3_1,1,Рудно. Семінарія (1129),26008,6940,0,0
117,224,26008_4_0,0,Варшавська (612),26008,6939,0,0
117,224,26008_4_1,1,Рудно. Семінарія (1129),26008,6940,0,0
117,224,26008_5_0,0,Варшавська (612),26008,6939,0,0
117,224,26008_5_1,1,Рудно. Семінарія (1129),26008,6940,0,0
117,224,26009_0_1,1,Рудно. Семінарія (1129),26009,6940,0,0
117,224,26009_1_0,0,Варшавська (612),26009,6939,0,0
117,224,26009_1_1,1,Рудно. Семінарія (1129),26009,6940,0,0
117,224,26009_2_0,0,Варшавська (612),26009,6939,0,0
117,224,26009_2_1,1,Рудно. Семінарія (1129),26009,6940,0,0
117,224,26009_3_0,0,Варшавська (612),26009,6939,0,0
117,224,26009_3_1,1,Рудно. Семінарія (1129),26009,6940,0,0
117,224,26009_4_0,0,Варшавська (612),26009,6939,0,0
117,224,26009_4_1,1,Рудно. Семінарія (1129),26009,6940,0,0
117,224,26009_5_0,0,Варшавська (612),26009,6939,0,0
117,224,26009_5_1,1,Рудно. Семінарія (1129),26009,6940,0,0
117,224,26009_6_0,0,Варшавська (612),26009,6939,0,0
117,224,26010_0_1,1,Рудно. Семінарія (1129),26010,6940,0,0
117,224,26010_1_0,0,Варшавська (612),26010,6939,0,0
117,224,26010_1_1,1,Рудно. Семінарія (1129),26010,6940,0,0
117,224,26010_2_0,0,Варшавська (612),26010,6939,0,0
117,224,26010_2_1,1,Рудно. Семінарія (1129),26010,6940,0,0
117,224,26010_3_0,0,Варшавська (612),26010,6939,0,0
117,224,26010_3_1,1,Рудно. Семінарія (1129),26010,6940,0,0
117,224,26010_4_0,0,Варшавська (612),26010,6939,0,0
117,224,26010_4_1,1,Рудно. Семінарія (1129),26010,6940,0,0
117,224,26010_5_0,0,Варшавська (612),26010,6939,0,0
117,224,26010_5_1,1,Рудно. Семінарія (1129),26010,6940,0,0
117,224,26010_6_0,0,Варшавська (612),26010,6939,0,0
117,224,26011_0_1,1,Рудно. Семінарія (1129),26011,6940,0,0
117,224,26011_1_0,0,Варшавська (612),26011,6939,0,0
117,224,26011_1_1,1,Рудно. Семінарія (1129),26011,6940,0,0
117,224,26011_2_0,0,Варшавська (612),26011,6939,0,0
117,224,26011_2_1,1,Рудно. Семінарія (1129),26011,6940,0,0
117,224,26011_3_0,0,Варшавська (612),26011,6939,0,0
117,224,26011_3_1,1,Рудно. Семінарія (1129),26011,6940,0,0
117,224,26011_4_0,0,Варшавська (612),26011,6939,0,0
117,224,26011_4_1,1,Рудно. Семінарія (1129),26011,6940,0,0
117,224,26011_5_0,0,Варшавська (612),26011,6939,0,0
117,224,26011_5_1,1,Рудно. Семінарія (1129),26011,6940,0,0
117,224,26011_6_0,0,Варшавська (612),26011,6939,0,0
117,224,26012_0_1,1,Рудно. Семінарія (1129),26012,6940,0,0
117,224,26012_1_0,0,Варшавська (612),26012,6939,0,0
117,224,26012_1_1,1,Рудно. Семінарія (1129),26012,6940,0,0
117,224,26012_2_0,0,Варшавська (612),26012,6939,0,0
117,224,26012_2_1,1,Рудно. Семінарія (1129),26012,6940,0,0
117,224,26012_3_0,0,Варшавська (612),26012,6939,0,0
117,224,26012_3_1,1,Рудно. Семінарія (1129),26012,6940,0,0
117,224,26012_4_0,0,Варшавська (612),26012,6939,0,0
117,224,26012_4_1,1,Рудно. Семінарія (1129),26012,6940,0,0
117,224,26012_5_0,0,Варшавська (612),26012,6939,0,0
117,224,26012_5_1,1,Рудно. Семінарія (1129),26012,6940,0,0
117,224,26012_6_0,0,Варшавська (612),26012,6939,0,0
147,224,26290_0_1,1,Залізничний вокзал (191),26290,6176,0,0
147,224,26290_1_0,0,Галицьке перехрестя (593),26290,6177,0,0
147,224,26290_1_1,1,Залізничний вокзал (191),26290,6176,0,0
147,224,26290_2_0,0,Галицьке перехрестя (593),26290,6177,0,0
147,224,26290_2_1,1,Залізничний вокзал (191),26290,6176,0,0
147,224,26290_3_0,0,Галицьке перехрестя (593),26290,6177,0,0
147,224,26290_3_1,1,Залізничний вокзал (191),26290,6176,0,0
147,224,26290_4_0,0,Галицьке перехрестя (593),26290,6177,0,0
147,224,26290_4_1,1,Залізничний вокзал (191),26290,6176,0,0
147,224,26290_5_0,0,Галицьке перехрестя (593),26290,6177,0,0
147,224,26290_5_1,1,Залізничний вокзал (191),26290,6176,0,0
147,224,26290_6_0,0,Галицьке перехрестя (593),26290,6177,0,0
147,224,26290_6_1,1,Залізничний вокзал (191),26290,6176,0,0
147,224,26290_7_0,0,Галицьке перехрестя (593),26290,6177,0,0
147,224,26290_7_1,1,Залізничний вокзал (191),26290,6176,0,0
147,224,26290_8_0,0,Галицьке перехрестя (593),26290,6177,0,0
147,224,26290_8_1,1,Залізничний вокзал (191),26290,6176,0,0
147,224,26290_9_0,0,Галицьке перехрестя (593),26290,6177,0,0
147,224,26291_0_1,1,Залізничний вокзал (191),26291,6176,0,0
147,224,26291_1_0,0,Галицьке перехрестя (593),26291,6177,0,0
147,224,26291_1_1,1,Залізничний вокзал (191),26291,6176,0,0
147,224,26291_2_0,0,Галицьке перехрестя (593),26291,6177,0,0
147,224,26291_2_1,1,Залізничний вокзал (191),26291,6176,0,0
147,224,26291_3_0,0,Галицьке перехрестя (593),26291,6177,0,0
147,224,26291_3_1,1,Залізничний вокзал (191),26291,6176,0,0
147,224,26291_4_0,0,Галицьке перехрестя (593),26291,6177,0,0
147,224,26291_4_1,1,Залізничний вокзал (191),26291,6176,0,0
147,224,26291_5_0,0,Галицьке перехрестя (593),26291,6177,0,0
147,224,26291_5_1,1,Залізничний вокзал (191),26291,6176,0,0
147,224,26291_6_0,0,Галицьке перехрестя (593),26291,6177,0,0
147,224,26291_6_1,1,Залізничний вокзал (191),26291,6176,0,0
147,224,26291_7_0,0,Галицьке перехрестя (593),26291,6177,0,0
147,224,26291_7_1,1,Залізничний вокзал (191),26291,6176,0,0
147,224,26291_8_0,0,Галицьке перехрестя (593),26291,6177,0,0
147,224,26291_8_1,1,Залізничний вокзал (191),26291,6176,0,0
147,224,26291_9_0,0,Галицьке перехрестя (593),26291,6177,0,0
147,224,26292_0_0,0,Галицьке перехрестя (593),26292,6177,0,0
147,224,26292_0_1,1,Залізничний вокзал (191),26292,6176,0,0
147,224,26292_1_0,0,Галицьке перехрестя (593),26292,6177,0,0
147,224,26292_1_1,1,Залізничний вокзал (191),26292,6176,0,0
147,224,26292_2_0,0,Галицьке перехрестя (593),26292,6177,0,0
147,224,26292_2_1,1,Залізничний вокзал (191),26292,6176,0,0
147,224,26292_3_0,0,Галицьке перехрестя (593),26292,6177,0,0
147,224,26292_3_1,1,Залізничний вокзал (191),26292,6176,0,0
147,224,26292_4_0,0,Галицьке перехрестя (593),26292,6177,0,0
147,224,26292_4_1,1,Залізничний вокзал (191),26292,6176,0,0
147,224,26292_5_0,0,Галицьке перехрестя (593),26292,6177,0,0
147,224,26292_5_1,1,Залізничний вокзал (191),26292,6176,0,0
147,224,26292_6_0,0,Галицьке перехрестя (593),26292,6177,0,0
147,224,26292_6_1,1,Залізничний вокзал (191),26292,6176,0,0
147,224,26292_7_0,0,Галицьке перехрестя (593),26292,6177,0,0
147,224,26292_7_1,1,Залізничний вокзал (191),26292,6176,0,0
147,224,26292_8_0,0,Галицьке перехрестя (593),26292,6177,0,0
147,224,26292_8_1,1,Залізничний вокзал (191),26292,6176,0,0
147,224,26293_0_0,0,Галицьке перехрестя (593),26293,6177,0,0
147,224,26293_0_1,1,Залізничний вокзал (191),26293,6176,0,0
147,224,26293_1_0,0,Галицьке перехрестя (593),26293,6177,0,0
147,224,26293_1_1,1,Залізничний вокзал (191),26293,6176,0,0
147,224,26293_2_0,0,Галицьке перехрестя (593),26293,6177,0,0
147,224,26293_2_1,1,Залізничний вокзал (191),26293,6176,0,0
147,224,26293_3_0,0,Галицьке перехрестя (593),26293,6177,0,0
147,224,26293_3_1,1,Залізничний вокзал (191),26293,6176,0,0
147,224,26293_4_0,0,Галицьке перехрестя (593),26293,6177,0,0
147,224,26293_4_1,1,Залізничний вокзал (191),26293,6176,0,0
147,224,26293_5_0,0,Галицьке перехрестя (593),26293,6177,0,0
147,224,26293_5_1,1,Залізничний вокзал (191),26293,6176,0,0
